dependency,restimulus,num_obs_train,num_subj_train,num_subj_rerep_train,num_obs_test,num_subj_test,num_subj_rerep_test,num_coeffs_glm,wmae_glm_train,wwmape_glm_train,wmae_glm_test,wwmape_glm_test,num_coeffs_lme,subj_intercept_mean,subj_intercept_var,rand_eff_var,rand_eff_ICC,x_joint_scaled_stand_est,x_joint_scaled_stand_t_val,y_joint_scale,y_joint_center,x_joint_scaled_scale,x_joint_scaled_center,wmae_lme_train,wwmape_lme_train,wmae_lme_test,wwmape_lme_test,x_joint_exp_stand_est,x_joint_exp:x_joint_weight_exp_stand_est,x_joint_weight_exp:x_joint_height_exp_stand_est,x_joint_exp_stand_t_val,x_joint_exp:x_joint_weight_exp_stand_t_val,x_joint_weight_exp:x_joint_height_exp_stand_t_val,x_joint_exp_scale,x_joint_exp:x_joint_weight_exp_scale,x_joint_weight_exp:x_joint_height_exp_scale,x_joint_exp_center,x_joint_exp:x_joint_weight_exp_center,x_joint_weight_exp:x_joint_height_exp_center,x_joint_poly_stand_est,x_joint_poly_stand_t_val,x_joint_poly_scale,x_joint_poly_center,x_joint_exp:x_joint_height_exp_stand_est,x_joint_exp:x_joint_height_exp_stand_t_val,x_joint_exp:x_joint_height_exp_scale,x_joint_exp:x_joint_height_exp_center,x_joint_poly:x_joint_weight_exp_stand_est,x_joint_poly:x_joint_weight_exp_stand_t_val,x_joint_poly:x_joint_weight_exp_scale,x_joint_poly:x_joint_weight_exp_center,x_joint_poly:x_joint_height_exp_stand_est,x_joint_poly:x_joint_height_exp_stand_t_val,x_joint_poly:x_joint_height_exp_scale,x_joint_poly:x_joint_height_exp_center,x_joint_scaled:x_joint_height_exp_stand_est,x_joint_scaled:x_joint_height_exp_stand_t_val,x_joint_scaled:x_joint_height_exp_scale,x_joint_scaled:x_joint_height_exp_center,x_joint_height_stand_est,x_joint_height_stand_t_val,x_joint_height_scale,x_joint_height_center,x_joint_poly:x_joint_weight_poly_stand_est,x_joint_poly:x_joint_weight_poly_stand_t_val,x_joint_poly:x_joint_weight_poly_scale,x_joint_poly:x_joint_weight_poly_center,x_joint_scaled:x_joint_height_poly_stand_est,x_joint_scaled:x_joint_height_poly_stand_t_val,x_joint_scaled:x_joint_height_poly_scale,x_joint_scaled:x_joint_height_poly_center
MCP4_f - PIP4,16,379962,19,55,87069,13,13,4,17.355227146721077,0.5765519235992749,19.5842393205506,0.5290327543451109,3,-0.33345671721511855,1.3035833667420569,1.346187726824226,0.8592989080517398,0.4172058240841362,85.01135730349459,27.19717215261286,31.510583012614045,18.922426099058736,47.22364419413793,9.327841705223427,0.30987696287179795,11.883883450274418,0.32102158736478303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7333441999569464,146.02275394692916,1744.5222506207608,2588.129838096193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,17,249715,14,36,58827,7,8,4,14.637489898791333,0.550434338129512,11.9326201063644,0.4646617745289817,3,-0.3355939116949077,1.764744762449725,1.7512537873324412,0.9322471279579234,0.46242215537695414,98.84421057669567,20.599676882381246,26.27422354500697,19.37450778008792,50.46128037394593,5.57267592286526,0.20955725362897717,8.002903785842102,0.31163679404582034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6999430211752643,153.1041475296565,2009.4410796319055,2921.71086549881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,19,203148,13,36,59014,6,8,13,7.604449517484324,0.4510016057765632,9.474169695548879,0.5766347341309327,2,-0.3574780708184292,2.537814420921637,2.4705352793606954,0.9384336417495971,1.2277917065101527,718.275120795409,14.117609659808197,15.29162723136513,17.166249529878357,33.71605889205981,4.0651189983865725,0.24109242775954004,12.77108466152466,0.7772977733153493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,20,296037,19,55,88344,12,13,4,21.690194540369852,0.6334246993624169,20.02494655612479,0.5660614620627942,3,-0.1350914606118109,0.6807498086898451,0.6631740263997733,0.6874381462978955,0.5151850631553395,133.2626105135602,35.54921559055993,33.681842632643,17.836477623522402,31.401505234332575,15.116321881426353,0.4414460933205047,16.51315157193245,0.46679069508995114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.460153131830456,111.55678078553575,1310.32496430412,1304.1933903334889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,21,564520,35,106,154012,24,26,10,17.15055312723551,0.4496265682636217,18.229299909486173,0.4500765905448903,2,-0.21120873320791514,1.0480769020038225,1.0627759455325183,0.8764642095241901,0.8953749914705893,1341.166744686259,29.200937814997076,40.65629807029169,15.948593171066305,54.24853340167965,8.089133408604841,0.2120683378404757,10.444589674290958,0.2578741549914927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - PIP4,22,651891,34,116,149431,27,29,7,17.8720570032356,0.39988145591959157,18.33688281215828,0.39064501403730756,3,0.044301455814176764,1.1895907107696884,1.1566074597196478,0.8603401420141971,0.6696292873321905,207.29159982050464,30.167850943381545,43.03668292181016,19.951241766410515,58.34935507440252,9.697292224679522,0.21697375587938994,11.494185151645551,0.24486965237814545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42754072878997595,137.51414367288908,2156.083977654649,3802.6986750091005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - DIP4,12,148890,12,37,40639,9,9,9,12.542854914557436,0.2608872834525328,14.686982368705756,0.30794168783496895,2,-0.4530413954108758,2.225641638822026,2.2455997613980587,0.8467657953970334,-1.3590177878951977,-383.6160394943731,20.041063872274826,44.90585883021491,19.788282071796427,52.61486336670533,10.087123417743426,0.20980887080589855,10.8607716495405,0.22771759841394862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP4_f - DIP4,17,241300,14,44,84282,9,11,4,8.7285477895025,0.456692259300266,9.907324503949779,0.5443948792212797,2,-0.1437268341328421,0.39672033561192394,0.3890891796175103,0.40296829743395407,NA,NA,12.5688361954257,20.28620414239145,NA,NA,7.354146802555924,0.3847812946071435,8.273136830427974,0.4545983452733779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7173810610449931,-337.66968615235743,2030.1219738680745,3330.8317330523796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - MCP5_f,1,373757,19,60,111510,13,15,13,13.30675270314181,0.30527639567889747,12.752451368133832,0.30206021004131967,3,0.028947917373127505,0.9340009592380772,0.8857880305577033,0.6352580991167128,1.4653839792835757,295.11339384127143,19.376084999367457,43.77377075796992,2.2611329698257254,3.595417731134269,10.643821112664805,0.24418484494403223,9.824316909355932,0.2327031206382718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8059013902298497,-176.66257023120724,20.72578824994002,18.039737289319213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - MCP5_f,2,195688,21,66,43995,16,16,4,13.324432297778085,0.21659571105532424,14.462063852728322,0.2338156545101587,3,0.20038662136349686,0.875711287690261,0.8742094035467592,0.7134838415354207,1.928695188797675,302.26176744699967,20.434921878941367,59.0422795600868,3.123752970064295,4.407120832189446,9.644367438132798,0.15677430574580864,10.820258960262649,0.17493671418730022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7966887124529825,-127.03784831431445,35.04378291450801,29.180496783267678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - MCP5_f,3,302662,25,76,72537,17,18,4,13.312961224654163,0.21437438855878008,14.99804856050108,0.23863267601471388,3,0.4332729308809219,0.5806794298999497,0.7452244588962169,0.6625927661957303,1.5793255529684143,360.8520049494558,19.8818165672699,57.787356135934544,2.462865227095355,4.879407520001897,9.228918472719112,0.14861034455535907,11.36942931287068,0.1808980235492594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9565791495048047,-238.8132349514287,28.25949506984885,29.874302831901502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - MCP5_f,6,195813,18,50,46347,11,12,8,10.059160584666891,0.2352102705594186,14.484692552294648,0.342518233713226,3,0.4923452440231741,0.6780818225451164,0.8828502918282971,0.7850170837506493,1.0827943102490292,292.60474075796606,20.66510286475726,39.24127245837281,2.014795671549259,2.9598257375881483,7.990829118761011,0.18684710947778338,9.638136085671347,0.22791214493737233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38591092468849986,-100.03073209667679,14.466042645464551,12.819949263971134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - MCP5_f,12,206682,23,71,52748,17,17,10,11.15160208081556,0.17537584010018545,9.54871238862458,0.1449686982835497,3,0.17438349224675959,0.6626987065784354,0.6643661284954576,0.6032519749193017,0.7623496556209303,158.7177639300303,16.16365459957409,60.68147314716019,1.616145831464099,2.3243786039735332,7.922157667551964,0.1245879333107842,7.148638644668451,0.10853074180469056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3323080420481704,-66.36080585351851,9.340429664430841,8.014650605748209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - MCP5_f,18,234246,16,51,52831,11,12,6,11.537139754304546,0.19730559011187934,8.030883485468424,0.1186056857930337,3,0.05632604747371567,0.6348031277744913,0.5983189568981584,0.7285051964543809,1.0935509366169958,368.9031716454117,20.26425289372233,54.44775289831619,2.1458476637972588,3.0567715448207458,7.392117061929614,0.1264183367923528,8.782377972144985,0.12970428025318712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6144809376430367,-211.23283126616772,17.203167411602784,13.948494816071829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,1,368850,16,56,102667,11,13,6,5.633256812547459,0.509396033076738,4.103712607285776,0.3976669522045249,2,-0.1478137372640882,0.5232884849239661,0.5124588144923029,0.737037113999786,0.5168448948449232,640.233007136128,12.479564754414351,11.949288371539417,18.402673575592637,42.43843278370918,3.7037193657589875,0.33491460008441176,3.255358912630917,0.3154579233495584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,2,187635,19,56,47408,14,14,5,10.507840327556908,0.4927261095975735,10.534695749225238,0.5201470626283754,3,-0.19114335522323161,0.4678282077826178,0.47979516124588384,0.5946677703123059,-0.6979494896701373,-78.55259337085911,19.653631630737813,21.051032862627025,20.456706409163512,56.173663493369986,8.130011882566919,0.3812266841716099,9.361923447639706,0.4622418243260261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5464327862275904,179.15664470742408,2341.990804125126,3573.9550771064078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,3,307616,25,76,74513,17,18,6,8.888921275274111,0.4682241777567364,11.083088809891283,0.4999951847828576,3,-0.21184195925400234,0.9365873203343703,0.9440186853606463,0.8529964641214072,NA,NA,19.405091079833486,19.58745089124756,NA,NA,5.505554111693066,0.290005217417477,7.673694972344408,0.3461860318434338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6462203635905458,746.2944052931989,2123.4638828218667,3961.788296233557,NA,NA,NA,NA,0.49546101473198545,383.5829251010384,3348823266586938e33,817117858650176e33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,5,291746,15,47,62648,9,11,9,7.236882362137443,0.46950255851936185,6.124429203503126,0.37218267583961323,2,-0.19856443453520048,0.5886006563781767,0.5887903331740032,0.7781041049533691,NA,NA,14.142091188668585,16.594825227558985,NA,NA,4.4277678205144015,0.2872574426713789,6.508537131931614,0.395524984463567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7611691374047084,845.4988084886897,1915.6833826247312,3505.5790595209032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,6,371358,18,52,95380,12,12,10,3.711274835329099,0.559645399913296,3.3146916053655904,0.6298861255963483,6,-0.003216397304538721,0.9842923949340244,0.9296922899022159,0.894026420406954,NA,NA,7.3215487650000455,5.121236647066,NA,NA,1.8826859366082767,0.28390150841815665,2.540475431261103,0.48276292852688324,0.9445799679525414,NA,NA,35.00270215102721,NA,NA,4704975384756715e22,NA,NA,3542588641323122e21,NA,NA,0.6374431961114413,897.2409923277551,1723.4636383586767,1467.7988339573626,2.3409645455366714,35.68862953613808,13144861308210322e102,18076059756060064e100,0.3578964388856861,170.21121191012523,4927840838993752e32,5720177940529437e31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5420931958222496,642.7692050724196,695713.9408056899,940131.5569485964
MCP5_f - PIP5,7,407332,23,62,89111,14,15,7,5.715610032480407,0.581836263977514,6.227326601072895,0.583412992927658,2,-0.1732620844195713,1.0923471910264497,1.0748892073845175,0.9150526920527117,0.6060662161242895,890.7638301200088,8.628084421686028,10.48752199751295,16.445776682444787,57.070192549963465,2.03006850748677,0.20665641450382827,2.237759054195509,0.20964657723817448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,8,228491,23,70,47996,17,17,4,7.859111461720309,0.5530972693455981,6.80424224850137,0.4906521168877215,2,-0.19169439140243907,0.729906238219391,0.7349156337816295,0.8945168686615576,0.5499707460035608,709.9530232218572,11.229469696664708,14.592402377272794,17.17336284468687,63.276302764303466,2.3066649145420492,0.1623351535021032,2.319886187450366,0.16728638211871538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,9,129682,10,34,27326,8,8,5,8.628807748894046,0.4634887136442554,7.491136817478319,0.5601425375371173,3,-0.33697348940897864,0.9826002143936171,0.9978846587155029,0.8904532288630537,-0.7447711836113065,-81.88056428824937,11.158961714863166,21.709424409756203,15.439565660862558,66.29314855445926,2.5169469588238527,0.13519556145002865,7.162037867188429,0.5355344806283084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3370387175643,150.1745631787267,1953.912360941031,4633.15989486944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,10,357093,23,71,94991,16,17,5,10.601619426377987,0.5612311182164398,9.135300304497019,0.4805342670941967,2,-0.2926644704946432,0.5577162092774104,0.6191375517252735,0.714199985389514,NA,NA,20.939307351861032,20.624277092721588,NA,NA,7.654712807907444,0.40522705598340236,7.616805209315957,0.4006585209964181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6177525100364032,629.2693438581933,2322.118710071163,3612.656451927469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,11,213461,18,46,50529,10,11,5,7.2984912685612695,0.41480164977845557,7.315149963482692,0.446873469525245,2,-0.24374033832546202,0.5147266797562019,0.5455469641850221,0.8546933744879981,0.5158525053395798,582.7211681673737,17.17699745287496,17.35983754374333,20.437448032055354,56.73538144660649,3.708597246613807,0.21077400789471548,8.281441860863755,0.5059030471705986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,12,232245,20,56,71906,14,14,7,8.141443935633092,0.602582287375607,10.229375917563196,0.6936863126948678,2,-0.13329514416309643,0.7117076410639327,0.6938979806467874,0.8601956065038763,NA,NA,13.230021333831862,14.530463381866985,NA,NA,3.2822296615342124,0.2429315331255858,6.987268169527691,0.47382873905415235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41839379270190696,466.60090883409134,1879.6039416572698,4057.24789394823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,13,70923,8,20,29541,5,5,4,6.642035418770519,0.22104098800411995,12.449874673437593,0.5141837681526675,2,-0.3425190328936912,0.7161929046029158,0.7440023043246894,0.9705021475051219,NA,NA,15.624414299538119,31.06762177871865,NA,NA,1.8039288144545467,0.06003313476909212,9.509317299643437,0.39273781704181115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37430604286157015,571.7412318659123,1625.5407589725805,5654.73464203303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,16,118747,9,23,27886,5,5,5,4.537028679521645,0.23634241599096506,5.600705873552526,0.3388243455479894,2,-0.11565977191826382,0.8975675475478565,0.8112229349300756,0.9341834447654422,NA,NA,14.712097877860112,16.406182756180666,NA,NA,2.5339201948169543,0.1319967016021766,7.075315494868585,0.4280333936861065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5450409553350056,642.1106890963127,2325.701871800705,3632.963293117644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,17,197290,13,42,62011,9,10,5,6.560468299382214,0.39490349428859184,5.019590581041,0.29100181648762363,2,-0.2895048895626219,1.1891246506743811,1.1814701460952919,0.9185504534547064,NA,NA,10.009228807125341,18.335292434142936,NA,NA,2.3522166184055378,0.14159028281860833,3.03661928654172,0.17604259034642855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5799586707933466,673.7136404467601,2156.0688995935325,4305.913104211955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,18,292396,16,46,78495,10,11,7,4.067025821533555,0.3637043063199028,4.1813492288442795,0.3910149718396711,2,-0.2916991424389701,0.7855817623728735,0.8215370312524172,0.8976251784671918,0.6809563317014338,988.3377350110354,10.226262208954724,12.455968467470756,20.644553796968143,51.664947332272234,2.429077588366513,0.21722654786119264,2.868996160413428,0.2682914991011767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,19,416157,22,66,116481,15,16,4,6.622827849026481,0.6529022328638507,5.4746900595248835,0.618303885182167,2,-0.30431217144407874,0.8759009559319743,0.9286819414517176,0.8600280189098012,0.6883253526190591,801.6276952810562,9.203146284070492,10.492727054216958,20.521720845152522,45.00223333553308,2.6552391886251567,0.2617630466260414,2.2888767084841453,0.25850255378320647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,20,344740,20,61,71809,14,15,5,10.36068567859821,0.5697878422701201,10.94725993544248,0.5556338760218027,4,0.09846025972326797,0.4211265165484659,0.4097980975012688,0.4877427897205465,0.5320210981343186,134.80616648906542,17.73462393300551,14.624664967512762,24.88505766006789,35.778102990171064,8.486518329827716,0.46671765919189595,9.683493094438695,0.49149073222183043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45947204491161486,117.1927281099646,2021.1646830210796,1899.3369519922478,NA,NA,NA,NA,NA,NA,NA,NA,0.5056570827593908,193.40066342710492,1394202964915619e70,3361916678564904e69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,21,299845,19,50,90105,11,12,4,7.0127696171780345,0.39761358570768185,8.721211502792134,0.5537162713283934,2,-0.24190174743095105,0.7985147934330415,0.8149872351398685,0.8410537962831676,NA,NA,11.308180805573972,18.473446875605916,NA,NA,3.0137954565795084,0.1708777107328259,5.13948955981501,0.3263100539048814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6291506739799385,759.3683052522975,1997.5314257927892,4840.589633091818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,22,194620,18,47,35577,11,11,5,6.788442279013913,0.33659594334511456,16.473285429949684,1.0173280530352327,2,-0.24416898546435056,0.647473635752192,0.6711357239341953,0.8120728002545536,NA,NA,17.072790326747764,21.23441330701976,NA,NA,4.536034318378753,0.22491326989117363,5.0495453749491395,0.31184090064211084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5165271833979523,529.0646380466918,2120.2407024983772,4289.71984046174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - PIP5,23,100401,13,29,28259,7,7,4,7.788793019346752,0.44234005516605734,8.691446788058782,0.4175951911115576,2,0.10974957625063918,0.935375368948147,0.8755031629597527,0.8293739212404365,0.6571942552040615,375.68893426409176,9.75392562122695,15.954595028076413,18.857672828843864,63.32830345796145,2.9507136889331695,0.16757652343564367,4.353660143779141,0.20917893005731486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - PIP5,2,239527,21,68,49809,16,17,5,15.813716971226844,0.6611244871736435,17.54896856172658,0.6794092536558818,3,0.17599941912460879,1.1398289512016186,1.1165937228855778,0.762992071692628,1.452229942427662,276.78217211611025,21.75343816630964,24.713039947572998,2.949869361614289,4.712873825361687,10.240522021459293,0.42812577726958234,14.308853058344159,0.5539680091651391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3178950476367556,-60.9842802878058,33.6724145877774,30.91287261556675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - PIP5,3,423452,23,80,106805,20,20,6,13.503030922135073,0.5126826664034277,13.695459404851578,0.5326302555365158,3,0.006326316686319056,0.6410828146149448,0.6132719259046321,0.6051745299968085,1.1362926219029426,282.68512620234964,20.0502772628416,25.402822777896116,2.711747285025019,5.519582344726822,9.80049211513284,0.3721047858533381,13.069831694336827,0.508298961676877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4983559448709091,-125.42609453822078,34.684869574933,37.819345232282764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - DIP5,6,324513,16,44,67906,11,11,8,8.88741863862481,0.3478101670714944,12.64382953611631,0.43706919841672304,3,-0.06579127104347451,0.6084173577218135,0.5747496651856188,0.6671675554234031,-1.2656315010359664,-404.3397043108032,13.431440332193091,25.883708297214092,23.016591312329712,28.672556687450996,5.477382034746235,0.21435798605682346,7.994728594793526,0.2763600702227561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6512452528921083,214.56959908772652,1654.0477330993938,1351.8773501462172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP5_f - DIP5,14,255430,19,48,64876,12,12,4,12.59888479481415,0.4739310970573315,14.304052781307144,0.5272922373017259,3,0.08063778673384515,0.6137306603295795,0.5879581367970874,0.6916371649293259,-1.2816482386825205,-388.22337670572443,17.755556038395532,25.868256050732402,23.440032284497242,28.15464380320399,6.769686571954798,0.25465468063502134,8.832977573684756,0.32561125004731595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6488067927227275,202.74601836254797,1751.9522454424862,1342.116930163272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - DIP5,6,211128,20,60,49405,14,14,10,9.379244969515732,0.4384522099257958,9.447809366383646,0.39895465095873534,3,0.031951662506569334,1.066513932114111,1.0142565719014167,0.7313840334875802,-0.9424527577497663,-214.69904517639628,12.503376708983444,18.7588810837325,1.835559944430981,2.770979219048232,5.405680869847579,0.2526997355588468,7.082879123269416,0.2990902397397206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5891371766465665,128.15945020524532,12.35449146872533,11.047590183524454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - DIP5,12,175163,22,53,53542,13,13,4,15.833686318520737,0.5304530361735008,15.863366544444107,0.5089950275168358,3,0.2419887763488681,1.139259290719352,1.1460935010037367,0.7561090735626869,-1.2011337230347703,-261.6600213216987,17.486962422093693,24.300378386578114,1.8798633878148256,2.6682049870544655,8.114455252654809,0.27184682954278,8.583067756940846,0.27539796151612306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5069137265386658,107.1958711805335,12.881579704035447,10.65318403494405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC5 - DIP5,20,254772,20,56,42184,14,14,8,19.34229548001246,0.40984677834723404,18.44865633519129,0.37167756595254153,3,-0.057359667419256036,0.5970356227063376,0.5705259308261434,0.5443196616237226,-1.239446565647894,-251.25311794027954,25.51613271299367,46.09351069784755,1.9899652741541525,2.096552306866287,13.934949148128094,0.29526971194781654,18.036423140942087,0.3633724716703569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5105493357142133,100.51573553252416,14.51584029399938,8.355477824606412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
